時間戳記,姓名,年齡,性別,家庭台語背景,臺語程度（口語）,臺語程度（書面）,聲音判斷依據（開放題）,1_呈現順序,1_回答結果,1_選項文字,1_回答時間毫秒,2_呈現順序,2_回答結果,2_選項文字,2_回答時間毫秒,3_呈現順序,3_回答結果,3_選項文字,3_回答時間毫秒,4_呈現順序,4_回答結果,4_選項文字,4_回答時間毫秒,5_呈現順序,5_回答結果,5_選項文字,5_回答時間毫秒,6_呈現順序,6_回答結果,6_選項文字,6_回答時間毫秒,7_呈現順序,7_回答結果,7_選項文字,7_回答時間毫秒,8_呈現順序,8_回答結果,8_選項文字,8_回答時間毫秒,9_呈現順序,9_回答結果,9_選項文字,9_回答時間毫秒,10_呈現順序,10_回答結果,10_選項文字,10_回答時間毫秒,11_呈現順序,11_回答結果,11_選項文字,11_回答時間毫秒,12_呈現順序,12_回答結果,12_選項文字,12_回答時間毫秒,13_呈現順序,13_回答結果,13_選項文字,13_回答時間毫秒,14_呈現順序,14_回答結果,14_選項文字,14_回答時間毫秒,15_呈現順序,15_回答結果,15_選項文字,15_回答時間毫秒,16_呈現順序,16_回答結果,16_選項文字,16_回答時間毫秒,17_呈現順序,17_回答結果,17_選項文字,17_回答時間毫秒,18_呈現順序,18_回答結果,18_選項文字,18_回答時間毫秒,19_呈現順序,19_回答結果,19_選項文字,19_回答時間毫秒,20_呈現順序,20_回答結果,20_選項文字,20_回答時間毫秒,21_呈現順序,21_回答結果,21_選項文字,21_回答時間毫秒,22_呈現順序,22_回答結果,22_選項文字,22_回答時間毫秒,23_呈現順序,23_回答結果,23_選項文字,23_回答時間毫秒,24_呈現順序,24_回答結果,24_選項文字,24_回答時間毫秒,25_呈現順序,25_回答結果,25_選項文字,25_回答時間毫秒,26_呈現順序,26_回答結果,26_選項文字,26_回答時間毫秒,27_呈現順序,27_回答結果,27_選項文字,27_回答時間毫秒,28_呈現順序,28_回答結果,28_選項文字,28_回答時間毫秒,29_呈現順序,29_回答結果,29_選項文字,29_回答時間毫秒,30_呈現順序,30_回答結果,30_選項文字,30_回答時間毫秒
2026/3/29,,56–65,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,從語詞對話的內容,27,1,1,1355,20,1,1,1544,28,1,1,575,19,1,1,1403,13,1,1,825,26,1,1,2295,6,1,1,8192,24,1,1,18407,21,1,1,8914,12,1,1,1017,4,1,1,6377,9,1,1,2152,1,1,1,10659,11,1,1,2551,5,1,1,11137,30,5,5,9803,2,5,5,20400,14,5,5,14817,15,1,1,9594,25,1,1,759,29,5,5,1474,3,5,5,580,17,5,5,2583,8,5,5,2109,18,5,5,10128,16,5,5,827,10,5,5,2756,7,5,5,106,22,5,5,5079,23,4,4,7951
2026/3/29,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,,20,1,1,2601,3,1,1,3777,14,1,1,3084,18,1,1,581,28,3,3,516,22,3,3,6642,30,1,1,1110,12,1,1,921,11,1,1,584,1,2,2,3114,25,1,1,387,19,1,1,2446,10,1,1,1530,23,1,1,452,15,3,3,1388,7,5,5,823,27,3,3,14518,21,1,1,146,26,1,1,169,5,2,2,22563,29,4,4,793,17,5,5,5711,16,5,5,79,2,5,5,2913,6,2,2,5606,4,5,5,835,8,5,5,1137,9,5,5,340,24,2,2,21490,13,1,1,6861
2026/3/29,,26–35,男,在家聽得懂台語，但不會說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,感覺比較常聽到，有幾句我覺得從小到大只有聽到某種說法，但有幾句兩種版本都聽過，所以就依照自己熟悉度為判斷依據。,7,5,5,5657,12,3,3,473,3,5,5,3571,6,3,3,407,20,4,4,387,19,3,3,419,1,5,5,28240,26,3,3,355,28,4,4,4254,24,3,3,346,5,5,5,402,9,3,3,318,16,5,5,574,14,4,4,342,18,3,3,2135,11,2,2,5678,21,5,5,366,4,3,3,1830,25,4,4,3770,8,3,3,367,10,4,4,6699,29,5,5,1794,22,3,3,607,15,5,5,343,2,5,5,11745,27,5,5,530,30,3,3,370,17,3,3,12790,13,3,3,1746,23,3,3,5254
2026/3/29,,26–35,男,在家聽得懂台語，但不會說,可溝通，但不順暢,書寫/閱讀台語文無礙,"A的kā 比較帶有方向性，感覺用在單方面輸出(類似說教)較合適；
B的kah感覺單雙向都可以，但用在單向時似乎只有單純的告知某項資訊。",11,4,4,7657,6,3,3,1400,22,4,4,385,16,3,3,2038,8,4,4,12355,14,5,5,3851,13,3,3,3633,15,5,5,800,29,3,3,6963,18,4,4,1983,21,2,2,9573,12,3,3,397,9,4,4,2623,27,3,3,441,3,5,5,1499,5,3,3,661,10,5,5,2028,30,2,2,1152,7,3,3,364,28,4,4,883,23,5,5,621,19,5,5,516,25,5,5,445,24,4,4,752,2,5,5,3377,26,5,5,406,17,5,5,396,4,5,5,918,1,5,5,3890,20,3,3,4150
2026/3/29,,18–25,男,在家聽得懂台語，但不會說,對話流利,書寫/閱讀台語文無礙,也許是我的家庭很少說「共」（kā），除了「我共汝講」（góa kā lí kóng）以外就幾乎不用「共」了、聽到的頻率比較少，所以大多題覺得「佮」（kah）比較合理。我知道兩個都是對的，也說不出來「共」哪裏不對，但總感覺「共」聽起來怪怪的,17,4,4,1136,13,3,3,352,12,4,4,237,25,3,3,268,20,3,3,35,22,4,4,153,24,3,3,332,30,4,4,366,27,3,3,268,7,3,3,339,5,4,4,16203,19,3,3,4671,8,4,4,297,1,5,5,128854,4,4,4,87040,28,3,3,934,14,4,4,340,3,3,3,15754,10,4,4,377,26,4,4,284,2,5,5,107202,23,5,5,4304,9,4,4,164,15,4,4,387,6,5,5,508,29,4,4,450,21,4,4,2325,18,4,4,126,16,4,4,395,11,2,2,337
2026/3/29,,18–25,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,"感覺輕聲的ka（A選項）用在前後（？）關係的情況比較多，例如：春嬌「和」志明講什麼什麼的「和」感覺是一種from…to…關係，類似台語直翻的「我給你講、你給我打」。
重聲ka（B選項）使用起來比較像and，有同時提及、對等的說法。",9,3,3,735,12,1,1,206,11,2,2,594,24,2,2,390,5,2,2,609,28,1,1,1957,16,3,3,621,13,2,2,1399,6,3,3,485,15,2,2,860,7,2,2,948,18,2,2,454,8,3,3,548,27,4,4,699,25,2,2,1766,19,5,5,387,26,2,2,1458,21,5,5,2509,2,2,2,13110,20,3,3,502,10,2,2,384,17,4,4,592,3,5,5,8,30,5,5,598,4,5,5,366,1,5,5,4453,14,5,5,551,23,5,5,380,29,4,4,2604,22,5,5,339
2026/3/29,,26–35,其他,家裡不太講台語，長大後才學會,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,我覺得好難,23,5,5,37,4,1,1,626,24,1,1,5372,20,1,1,148,10,1,1,307,27,1,1,527,3,2,2,4573,14,5,5,1062,18,5,5,75,25,5,5,5915,13,5,5,138,1,5,5,18244,5,5,5,434,17,5,5,200,15,5,5,460,19,5,5,2345,29,1,1,2006,9,1,1,474,22,1,1,3738,26,1,1,22068,30,1,1,138,21,1,1,95,8,5,5,977,11,5,5,270,7,1,1,458,2,5,5,7779,28,5,5,450,16,5,5,1437,6,1,1,940,12,1,1,518
2026/3/29,,26–35,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,,6,2,2,494,5,2,2,587,8,4,4,90,29,4,4,473,26,4,4,399,12,1,1,179,24,2,2,655,21,5,5,111,23,2,2,60,28,3,3,309,30,5,5,261,20,3,3,840,11,3,3,1503,15,2,2,1209,4,5,5,183,9,4,4,353,19,5,5,1014,16,4,4,3158,1,5,5,701,13,1,1,442,3,3,3,1552,27,5,5,463,10,5,5,624,2,5,5,518,7,5,5,659,22,5,5,575,14,5,5,509,17,4,4,108,18,5,5,232,25,3,3,3321
2026/3/29,,18–25,男,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,主要透過既有語感，以及對話句是否只能限定於對話兩者，或是可有未現身但參與對話之第三人做判斷。,28,1,1,220,6,1,1,3954,1,1,1,15901,23,2,2,518,2,5,5,2048,25,3,3,1213,3,1,1,28363,26,3,3,315,18,3,3,302,20,3,3,13117,5,3,3,17878,24,3,3,421,14,2,2,27247,21,3,3,1226,27,2,2,1124,13,4,4,4128,12,4,4,22679,16,5,5,3544,10,3,3,338,15,1,1,4885,19,3,3,629,29,4,4,3386,7,3,3,5814,4,5,5,320,17,5,5,1040,22,4,4,7332,30,5,5,483,8,4,4,5715,9,5,5,151,11,3,3,17677
2026/3/29,,18–25,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,是春嬌對志明還是兩個人一起參與,4,2,2,5103,8,2,2,630,5,2,2,85,14,2,2,3766,28,2,2,20,10,3,3,554,15,1,1,494,25,3,3,1904,1,1,1,7220,24,4,4,3992,6,1,1,773,23,3,3,2160,20,2,2,1386,18,2,2,2279,22,3,3,2217,3,3,3,2070,13,2,2,2147,19,3,3,1510,17,2,2,342,9,2,2,4772,7,3,3,1971,21,4,4,785,26,3,3,564,16,4,4,990,12,4,4,63,11,4,4,2783,30,4,4,583,29,3,3,1432,27,4,4,3409,2,2,2,9946
2026/3/29,,56–65,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,比較是用直覺做答，後來發現原來有些是兩種都可以，但意思可能不太一樣。,15,2,2,13784,28,1,1,3123,9,2,2,1200,24,2,2,21,2,2,2,8503,8,3,3,14157,7,1,1,412,29,3,3,3990,27,3,3,6447,18,1,1,50,1,3,3,20334,11,2,2,1453,4,1,1,7431,21,2,2,2537,20,3,3,10252,13,4,4,4241,5,4,4,11208,16,3,3,2632,26,1,1,6501,23,1,1,3388,10,4,4,9455,19,5,5,656,30,4,4,5077,3,5,5,4546,14,5,5,125,25,5,5,2911,22,5,5,776,6,5,5,835,12,5,5,2889,17,5,5,916
2026/3/29,,18–25,其他,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,是單向輸出還是雙向對話，大概是這種感覺，大部分是憑經驗,15,5,5,26,9,1,1,501,28,4,4,665,22,4,4,1646,23,5,5,216,25,1,1,316,3,1,1,8620,13,1,1,482,5,1,1,129,11,3,3,358,7,3,3,3671,17,4,4,1965,16,1,1,451,1,5,5,11433,30,1,1,623,6,1,1,467,18,1,1,1351,21,5,5,373,20,2,2,382,19,5,5,990,27,3,3,834,4,5,5,4479,8,2,2,393,29,5,5,607,24,5,5,324,14,5,5,349,26,5,5,136,10,4,4,426,12,4,4,1685,2,2,2,5844
2026/3/29,,18–25,男,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,,19,4,4,401,9,1,1,99,28,4,4,194,25,2,2,238,16,2,2,35,11,5,5,226,13,5,5,46270,29,2,2,294,8,1,1,175,26,2,2,678,4,5,5,119,23,4,4,250,21,4,4,126,1,5,5,919,5,2,2,698,20,1,1,1963,17,2,2,154,7,1,1,522,18,4,4,432,15,5,5,278,3,4,4,614,27,4,4,172,24,5,5,1401,14,5,5,1330,10,5,5,445,6,5,5,403,30,4,4,335,2,4,4,25344,22,4,4,103,12,5,5,113
2026/3/29,,18–25,男,在家聽得懂台語，但不會說,對話流利,書寫/閱讀台語文無礙,主要是以日常生活的語境判斷和使用經驗判斷,7,3,3,221,13,3,3,861,17,3,3,397,25,2,2,358,30,3,3,422,12,2,2,3690,24,4,4,486,10,3,3,210,4,3,3,501,8,3,3,42,21,4,4,47,23,2,2,1357,6,3,3,530,19,3,3,842,20,2,2,943,27,3,3,942,14,3,3,1868,29,3,3,160,28,3,3,330,1,1,1,17109,9,3,3,279,5,4,4,399,18,3,3,1666,2,5,5,437,15,4,4,513,22,5,5,3990,3,5,5,453,11,4,4,51,26,4,4,966,16,4,4,3889
2026/3/29,,26–35,女,家裡以台語為主要語言，從小聽與說,對話流利,完全沒學過如何書寫/閱讀台語,有一些一聽A就知道是錯的，但有幾題好像會因為文意不同而兩個都可以,25,1,1,692,27,1,1,4538,10,1,1,423,20,5,5,693,18,1,1,653,11,3,3,5244,1,1,1,5922,21,3,3,1130,6,1,1,153,14,1,1,765,23,5,5,241,5,1,1,591,26,5,5,221,24,5,5,1906,15,5,5,124,19,1,1,510,12,5,5,561,4,5,5,701,30,1,1,3131,8,1,1,1322,29,5,5,1253,7,5,5,512,17,5,5,634,13,5,5,1215,16,5,5,192,9,5,5,299,28,5,5,630,22,5,5,1968,3,5,5,175,2,5,5,771
2026/3/29,,18–25,男,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,,14,2,2,465070,22,1,1,413413,24,2,2,405302,10,1,1,476778,12,2,2,473924,4,1,1,538772,21,2,2,411349,27,4,4,4382,26,2,2,28573,15,5,5,1462,18,2,2,14599,11,2,2,480219,2,2,2,551884,23,5,5,2075,7,3,3,519358,6,3,3,522519,19,4,4,5376,3,2,2,531637,8,3,3,494031,29,3,3,2958,9,5,5,484205,25,5,5,400970,20,5,5,412199,13,5,5,2918,17,5,5,534,28,5,5,499,1,5,5,581515,30,4,4,597,5,5,5,12119,16,4,4,27989
2026/3/29,,18–25,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,"原先以直覺填答
但填到後面的題目時，有幾句只是認為那句話的「春嬌」是主詞，或是比較春嬌對志明在語境有點像是上對下的感覺的話，便會選擇B",27,5,5,38,2,5,5,1289,14,4,4,512,20,2,2,2660,3,5,5,664,10,2,2,406,13,2,2,604,5,4,4,899,1,2,2,11816,25,3,3,402,18,5,5,248,19,3,3,1029,11,4,4,345,4,2,2,263,21,4,4,562,9,1,1,1970,8,4,4,763,24,1,1,795,6,4,4,4379,17,5,5,1175,7,4,4,197,30,2,2,2186,12,4,4,1181,22,5,5,560,16,5,5,669,26,5,5,667,29,5,5,456,23,4,4,3185,28,5,5,4058,15,5,5,277
2026/3/29,,26–35,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,語意會有所不同，還會連結個人經驗及上下文意推斷影響判斷，聽到後面無限重複春嬌與志明😂,9,3,3,2695,26,1,1,370,29,4,4,408,4,1,1,653,10,4,4,1189,20,2,2,1283,8,2,2,573,7,2,2,10,17,1,1,2003,19,1,1,364,25,1,1,498,15,3,3,456,6,3,3,1781,12,2,2,652,3,3,3,2953,28,2,2,2596,1,3,3,6879,21,5,5,490,16,3,3,1069,11,2,2,1270,24,3,3,542,14,5,5,400,2,5,5,504,22,5,5,354,13,5,5,371,18,5,5,362,5,5,5,663,30,5,5,488,23,4,4,128,27,5,5,392
2026/3/29,,46–55,男,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,這個ka感覺是有分成對單一對象和兩個一起的語意，a對b說與a和b一起說的感覺,24,2,2,19,5,2,2,718,18,3,3,131,20,3,3,304,16,3,3,141,9,3,3,182,6,3,3,2555,28,3,3,697,25,2,2,318,27,3,3,251,7,4,4,470,2,1,1,739,10,2,2,139,4,2,2,2742,22,3,3,78,8,3,3,2426,12,3,3,51,21,3,3,982,1,1,1,17058,26,2,2,162,15,3,3,356,17,4,4,1133,11,3,3,1306,13,3,3,110,19,3,3,1386,14,4,4,146,3,5,5,1252,30,3,3,457,29,4,4,820,23,3,3,456
2026/3/29,,36–45,男,家裡不太講台語，長大後才學會,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,蛤不是都b嗎,3,4,4,898,28,4,4,263,27,4,4,677,8,4,4,768,4,4,4,2601,9,5,5,382,20,5,5,384,21,5,5,203,15,5,5,612,19,5,5,468,6,5,5,469,5,5,5,639,29,4,4,601,16,5,5,740,13,5,5,712,2,4,4,8609,10,4,4,2377,17,4,4,1053,11,5,5,1290,22,5,5,1116,25,4,4,683,30,5,5,500,23,5,5,226,14,5,5,634,7,5,5,1578,18,5,5,304,1,5,5,4579,26,5,5,2884,12,4,4,586,24,5,5,438
2026/3/29,,26–35,男,家裡不太講台語，長大後才學會,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,,9,1,1,737,1,1,1,9637,18,1,1,774,6,1,1,6980,11,1,1,690,20,2,2,8656,19,1,1,564,28,1,1,520,10,3,3,447,22,2,2,9493,25,1,1,3671,8,3,3,186,12,2,2,2453,27,5,5,455,4,4,4,8338,15,4,4,11877,30,4,4,1047,16,2,2,12485,7,1,1,206,23,4,4,1067,3,1,1,3624,2,5,5,822,21,1,1,2275,5,3,3,599,13,5,5,4181,17,3,3,1941,24,2,2,11561,14,5,5,571,26,2,2,7619,29,1,1,518
2026/3/29,,26–35,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,"ka7: object marker
kah4: conjunction 'and'; sometimes comitative 'with'",22,1,1,484,7,2,2,6242,6,1,1,2072,23,1,1,268,18,1,1,3133,2,3,3,1477,9,2,2,624,1,3,3,6258,19,1,1,1261,10,2,2,3286,13,2,2,151,14,3,3,4085,21,2,2,299,28,2,2,3453,17,3,3,652,15,3,3,5546,11,3,3,2867,25,2,2,4090,26,3,3,2596,29,4,4,4159,8,3,3,329,3,3,3,5009,30,3,3,626,12,3,3,9905,16,5,5,3362,20,3,3,10837,27,5,5,2415,5,5,5,8397,24,5,5,93,4,3,3,804
2026/3/29,,18–25,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,書寫/閱讀台語文無礙,,22,5,5,176,5,5,5,383,21,5,5,518,14,5,5,475,8,5,5,260,12,5,5,393,30,5,5,515,1,5,5,811,7,5,5,528,25,5,5,359,27,1,1,394,23,2,2,3819,11,5,5,60,28,5,5,399,19,5,5,598,15,1,1,43,29,5,5,441,20,5,5,222,10,5,5,134,9,5,5,466,4,5,5,841,2,4,4,766,6,5,5,309,3,5,5,427,16,5,5,26,18,5,5,486,26,5,5,426,24,5,5,362,17,5,5,483,13,5,5,4396
2026/3/29,,26–35,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,"有一寡題目，二種講法攏有通，毋過意思無相。
主要是kā的音，有春嬌對志明孤爿的意思佇咧，kah的音雙方地位對等。",11,1,1,8758,24,3,3,567,21,3,3,624,13,3,3,15580,22,4,4,305,14,3,3,4789,2,3,3,17548,8,3,3,6606,10,2,2,4156,16,2,2,10905,4,5,5,4145,15,5,5,548,30,5,5,2262,26,3,3,1740,23,5,5,491,17,5,5,668,18,5,5,268,25,5,5,515,9,2,2,156,1,5,5,3680,5,4,4,6992,12,5,5,526,27,5,5,537,20,5,5,501,7,5,5,5649,28,5,5,489,3,5,5,342,29,5,5,428,19,5,5,457,6,3,3,269
2026/3/29,,36–45,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,"Gí-hoat kap gí-gī ū sî-chūn bô oân-choân 100 % ha̍p lô-chi̍p. Góa kéng ""lóng ē-sái"" chit ê soán-hāng in-ūi tī bô kâng chōng-hóng mā kóng ē thong.",29,3,3,2020,25,1,1,656,13,1,1,863,21,1,1,586,26,1,1,682,16,3,3,6925,2,1,1,909,1,1,1,2122,14,1,1,595,30,1,1,799,3,1,1,15374,6,1,1,755,15,5,5,715,18,1,1,615,28,3,3,6828,4,5,5,1817,12,1,1,918,24,5,5,678,23,1,1,463,8,1,1,905,17,3,3,551,20,3,3,20105,10,5,5,571,5,5,5,188,19,5,5,604,22,3,3,650,9,5,5,633,11,5,5,1263,7,5,5,679,27,5,5,659
2026/3/29,,26–35,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,A 聽--起-來是 Kā（共），B 聽--起-來是 Kah（佮），主要是按呢來判斷佗一 ê 語義較正確。,9,1,1,5989,30,1,1,746,5,1,1,541,4,1,1,609,25,1,1,5371,2,1,1,269770,16,1,1,569,19,1,1,666,28,1,1,586,17,1,1,518,24,1,1,4632,1,1,1,12999,8,1,1,3436,7,1,1,176990,10,5,5,114588,13,5,5,5450,11,1,1,1755,27,3,3,4157,21,1,1,1978,3,1,1,331,6,1,1,13622,14,5,5,501,26,1,1,10318,22,5,5,482,23,5,5,547,15,5,5,524,12,5,5,1406,29,5,5,508,18,5,5,867,20,5,5,503
2026/3/29,,56–65,男,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,,13,1,1,1921,3,1,1,2575,16,1,1,2325,28,1,1,2804,21,1,1,3719,18,3,3,6954,9,1,1,2372,19,3,3,10018,20,3,3,3133,17,1,1,1451,6,1,1,2695,11,1,1,1667,24,1,1,3126,4,1,1,2502,7,3,3,8296,14,3,3,10464,2,2,2,35044,1,1,1,79852,12,2,2,17232,27,1,1,16611,8,4,4,12580,15,4,4,2946,30,5,5,2034,23,5,5,2480,10,5,5,16279,5,5,5,45530,25,5,5,882,26,5,5,759,22,5,5,986,29,5,5,1732
2026/3/29,,18–25,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,,3,3,3,705,27,2,2,496,8,3,3,462,23,4,4,571,20,2,2,528,12,3,3,821,10,1,1,5244,19,3,3,508,28,1,1,466,6,3,3,480,5,2,2,478,7,2,2,25,25,4,4,604,16,3,3,1859,18,2,2,1264,21,5,5,465,11,3,3,141,15,5,5,521,24,3,3,587,30,2,2,440,1,3,3,29007,17,5,5,627,14,4,4,1661,26,4,4,903,2,5,5,3582,13,3,3,472,29,3,3,503,4,4,4,8182,22,4,4,422,9,5,5,421
2026/3/29,,46–55,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,書寫/閱讀台語文無礙,"1直覺
2內容",30,1,1,380,20,1,1,125,26,3,3,1266,28,2,2,2430,12,1,1,2606,27,2,2,297,21,1,1,3360,5,1,1,1370,4,1,1,2293,7,2,2,7711,9,5,5,534,17,2,2,237,22,2,2,5921,1,1,1,811,23,2,2,585,13,3,3,3054,3,5,5,1158,19,1,1,622,29,3,3,5007,10,2,2,4140,8,4,4,52,6,5,5,527,24,3,3,773,15,5,5,1309,11,5,5,342,18,5,5,758,16,5,5,392,14,5,5,581,2,5,5,7951,25,5,5,17
2026/3/29,,26–35,女,家裡以台語為主要語言，從小聽與說,對話流利,完全沒學過如何書寫/閱讀台語,,28,1,1,645,30,1,1,693,1,1,1,6893,9,1,1,7915,3,1,1,664,2,1,1,242,7,1,1,478,13,1,1,15927,12,1,1,1757,25,1,1,507,10,5,5,455,8,2,2,14617,16,5,5,4763,24,1,1,441,26,1,1,2702,22,5,5,178,23,5,5,3260,20,4,4,6260,11,1,1,507,4,1,1,612,18,5,5,6,29,5,5,41,17,2,2,14196,19,5,5,475,21,5,5,211,6,5,5,712,15,5,5,814,27,5,5,494,14,5,5,89,5,5,5,261
2026/3/29,,26–35,女,在家聽得懂台語，但不會說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,,9,4,4,4374,20,2,2,498,27,2,2,385,25,3,3,1489,12,3,3,2082,4,3,3,3395,6,2,2,5685,23,3,3,8448,11,2,2,149,29,1,1,422,30,3,3,1050,2,5,5,7035,28,4,4,740,24,2,2,400,26,3,3,385,17,5,5,1272,22,4,4,1640,15,5,5,290,7,2,2,1180,21,1,1,202,1,4,4,12529,19,5,5,536,16,5,5,1338,3,5,5,750,10,5,5,192,13,5,5,324,14,5,5,670,18,2,2,230,8,4,4,1204,5,3,3,1363
2026/3/29,,36–45,男,在家聽得懂台語，但不會說,聽得懂，但不太會說,有大概學過讀寫台語文，但不常實際使用,共(kā)某某人講有一方向另一方透露、交代的意味，佮(kah)某某人講則強調兩人一同參與,4,5,5,1428,25,3,3,7401,6,5,5,801,12,3,3,3069,3,5,5,9714,17,3,3,6525,30,3,3,46556,15,5,5,1462,20,3,3,1195,22,3,3,954,24,3,3,6685,28,5,5,26675,10,5,5,22795,9,2,2,12513,19,5,5,17106,26,3,3,11782,11,5,5,1250,27,3,3,21379,2,5,5,3725,7,3,3,31190,8,5,5,7891,29,5,5,39711,23,5,5,792,21,4,4,22265,13,5,5,910,18,5,5,8208,14,5,5,2957,1,5,5,6409,5,5,5,983,16,3,3,10641
2026/3/29,,18–25,男,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,,20,2,2,4167,10,2,2,60,3,3,3,252,23,3,3,1008,26,3,3,10050,1,5,5,5630,16,3,3,887,4,3,3,864,28,3,3,584,22,3,3,500,13,3,3,469,27,3,3,21,2,2,2,924,7,4,4,1083,5,4,4,868,8,4,4,1887,6,3,3,913,18,3,3,1310,12,4,4,362,15,3,3,1483,21,3,3,690,11,4,4,6666,19,4,4,635,30,4,4,540,9,5,5,732,17,2,2,1771,29,3,3,564,24,4,4,747,25,4,4,796,14,3,3,498
2026/3/29,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,,30,2,2,51691,2,1,1,6906,9,1,1,12660,17,1,1,4611,1,1,1,32432,10,1,1,1934,4,1,1,9269,21,1,1,3460,14,3,3,66931,26,3,3,27248,27,3,3,15009,3,1,1,3132,18,3,3,7059,22,3,3,14272,28,5,5,208,15,3,3,12963,6,1,1,79250,25,4,4,86949,16,3,3,36939,11,1,1,8533,19,5,5,489,8,1,1,28289,29,4,4,8199,13,5,5,693,12,5,5,1813,5,5,5,7622,7,1,1,29487,24,3,3,1317,20,5,5,1783,23,5,5,17653
2026/3/29,,18–25,女,在家聽得懂台語，但不會說,聽得懂，但不太會說,完全沒學過如何書寫/閱讀台語,"如果是對一個對象說，ka 音調好像會比較高。
如果是陳述事實，ka 音調會比較平穩",24,4,4,355,15,4,4,340,2,2,2,1364,18,4,4,404,11,4,4,12238,1,2,2,10336,21,4,4,368,8,4,4,363,30,4,4,420,22,3,3,7621,16,2,2,480,6,2,2,1996,29,4,4,407,10,4,4,2738,4,3,3,7909,14,2,2,406,17,5,5,1213,19,4,4,391,9,4,4,422,20,4,4,3413,28,4,4,374,3,4,4,1214,13,4,4,454,12,4,4,406,25,4,4,508,7,2,2,15943,23,2,2,451,5,3,3,5241,27,4,4,362,26,4,4,2917
2026/3/29,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,主角對話的對象和情境,6,3,3,180,7,1,1,4938,16,1,1,3175,3,1,1,236,9,3,3,776,24,3,3,3465,25,3,3,489,1,1,1,12911,10,1,1,5138,17,1,1,160,30,3,3,426,19,3,3,579,8,3,3,1895,26,3,3,181,15,3,3,2535,5,3,3,166,13,3,3,182,4,3,3,14166,11,1,1,4373,14,3,3,132,28,3,3,14347,29,3,3,129,23,3,3,434,20,3,3,375,12,3,3,3960,27,3,3,31446,21,3,3,413,2,5,5,251,18,3,3,840,22,3,3,110
2026/3/29,,26–35,男,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,前者偏向比較單向的，後者偏向比較雙向的（？）,26,2,2,496,27,2,2,1765,12,3,3,1034,10,1,1,551,20,3,3,3380,5,3,3,3292,22,3,3,512,17,2,2,493,24,2,2,1537,29,2,2,509,6,2,2,971,19,2,2,466,3,3,3,1817,16,3,3,2384,1,3,3,6772,7,3,3,1889,15,2,2,1083,14,2,2,455,4,1,1,917,25,4,4,723,13,4,4,658,23,3,3,723,11,2,2,852,2,3,3,3602,18,4,4,561,8,1,1,337,28,4,4,560,30,2,2,445,9,3,3,80,21,4,4,655
